,text_token,toxic,severe_toxic,obscene,threat,insult,identity_hate
9676,จริงเราไม่ได้เกลียดกันขนาดนั้นmamagogofinalepmamagogoแม่มาคุมหนุ่มบาร์ร้อนรับชมย้อนหลังครบทุกตอนทางaisplaymamagogogmmtvpookie,0,0,0,0,0,0
1738,บรรยากาศมันก่ได้อยู่นะเกย์เกย์เชียงรายนัดเย็ดเชียงรายนัดเย็ดบ้านดู่นัดเย็ดมฟลเชียงรายนัดเจอfwbเชียงรายเชียงรายนัดเย็ดเชียงรายหาคู่นอนนัดเย็ดแม่สาย,0,0,1,0,0,0
3001,superthแจกทุนฟรีสุดคุ้มสมาชิกใหม่รับสมาชิกใหม่รับเครดิตฟรีรับเครดิตฟรีทางเข้าโหนกระแสล้างหนี้กยศพิ้งกี้คิดถึงมายนะฝากรับล่าสุดเครดิตฟรีเครดิตฟร,0,0,0,0,0,0
167,xoloชอบสาวสองสาวเสียบแนวบ้านยังไม่แปลงสาวเสียบชักว่าวสาวสองควยใหญ่ชักว่าวน้ำแตกกะเทยควยใหญ่สาวสองสาวเสียบคลิปสาวสองชักว่าวชอบสาวเสียบควยใหญ่ladyboyshemaletgirltsfemboyfartแจ้งลบคลิปdm,0,0,1,0,0,0
5159,ทวิตนี้ปลอดหีค่ะเชิญลบ,0,0,1,0,0,0
8210,อีดอกเว็บกากไม่ไหว,1,0,0,0,1,0
2865,ดิวอริสราสะท้อนมุมมองส่วนตัวหลังโดนถามคิดยังไงกับการเปิดปิดหน้าลูกงานนี้เจ้าตัวเผยไม่ปิดหน้าลูกเพราะไม่ใช่ดาราฮอลลีวูดขอเลือกเดินทางสายกลางหากใครคอมเมนต์ไม่ดีใส่ลูกพร้อมด่ากลับspringspringnewsspringentสปริงบันเทิงข่าวบันเทิง,0,0,0,0,0,0
8699,เจ้บปากมากอีควายกว่ากุจะแดกหมดซีรี่จบตอนนึงกุท้ออะ,1,0,0,0,0,0
5846,เมียไม่ให้เย็ดไปหาใครได้บ้างรามคำแหงมีนบุรี,0,0,1,0,0,0
9212,ตอแหลทั้งหมดอีพวกเลือดผสมอีสันดานเหี้ย,1,0,0,0,1,0
2883,เห็นข่าวดิวอริสราเรื่องเปิดปิดหน้าลูกก็คือคอมเมนท์แซะคนปิดหน้าลูกไม่ไหวแซะมากยิ่งในคอมเมนท์เฟสบุ๊คคือแบบมึงพูดชื่อเลยเถอะถ้าขนาดนี้ไม่เข้าใจเขาปิดหน้าลูกแล้วหนักหัวใคร,0,0,0,0,0,0
3031,เงินเข้ากันทุกวันขยันขนาดนี้ปังไม่ไหวค่าแม่ใครอยากมีเงินเข้าบัญชีทุกวันต้องมาฟังทางนี้งานง่ายนั้งทำที่บ้านสบายมีเวลาตอนไหนก็ทำไม่จำกัดอายุขอแค่ตั้งใจมาตำกันเด้ออองานออนไลน์ร้องข้ามกาแพงwinmetawinหางานทาโหนกระแสtontawantไฟไหม้ผับชลบุรีsnsd,0,0,0,0,0,0
6000,reyedอยากโดนเย็ดจนเยี่ยวแตกยืมเมจforsex,0,0,1,0,0,0
8687,มึงก็เรียนไอควาย,1,0,0,0,0,0
3881,newsตำรวจควย,1,0,0,0,0,0
4202,คิดว่าแค่ซนไม่แข่งเกมจริงจังสักทีแต่ไม่ใช่คับซนมก็ไม่แข่งจริงสักทีเหมือนกันช่วยกันขนาดนั้นเรียกกิจกรรมกระชับมิตรได้เลยหยุดแข่งค่ะpeppermintfieldxzeenunewmaxnat,0,0,0,0,0,0
8732,ย้ำคำเดิมนะจ้ะกูด่ากับอีเพ็ญศรีอยู่คนltแค่คนgtอีสัสไม่ได้ประกาศให้มึงรู้เลยจ้ามึงมาเสือกกูแต่แรกเองอีควายแล้วกูก็ชิปจากโมเม้นจริงมึงอ่ะมาเสือกเหี้ยอะไร,1,1,0,0,0,0
7619,แอคนั้นและแอคโน้นตายเพราะงั้นเรามาบนกันดีกว่าค่ะ,0,0,0,0,0,0
2276,คือหยุดยิ้มไม่ได้จิงดาราจักรรักลำนำใจlovelikethegalaxyจ้าวลู่ซืออู๋ลู่zhaolusiwulei,0,0,0,0,0,0
8640,มันดูตลกอ่ะเพื่อนหล่อนกลุ่มนี้เหมาะกันมากยิ่งกว่าผีเน่ากับโลงผุฝากไว้ให้คิดถ้าใจกากอย่าปากเก่งขอบคุค่าเกรซซี่,1,0,0,0,1,0
8350,ถ้าiphoneมาคงได้ย้ายจากaisไปที่อื่นอ่ะไม่ไหวเน็ตกากมาก,0,0,0,0,1,0
608,ในโทสับมีแต่เกมปัญญาอ่อน,0,0,0,0,0,0
5500,หนังโป้โยคะยุโรปเทรนเนอร์สอนโยคะแอบแซ่บลูกศิษย์สาวยุโรปกางเกงโยคะฉีกร่องดากจนหีโผล่เจอจับเบิร์นหีท่าแล้วสอดใส่ควยยาวเข้าเย็ดหี,0,0,1,0,0,0
4463,นมแท้สวยมาก,0,0,0,0,0,0
3495,อ่าgoogleเล่นกูซะแล้วbiblebiuldไบเบิ้ลบิว,0,0,0,0,0,0
9025,สั่งกระเพราหมูสับแต่ไม่มีใบกะเพราสักใบขอบคุค่ะอีควาย,1,0,0,0,0,0
428,พฮืออออออออแม่ยายคนนี้สัญญาจะตั้งใจทำงานหาเงินไปดูเบบี้ด้อนสต้อปขอโทษที่ครั้งนี้ปัญญาอ่อนครั้งหน้าจะมีสติกว่านี้เก่งมากไอต้าวแทเตนล์พสญี่ปุ่นกรี๊ดแตกเลอ,0,0,0,0,0,0
7333,ไอจีตายไปแล่วหรอเส้าว่ะ,0,0,0,0,0,0
9092,อีควาย,1,0,0,0,0,0
6311,ฆ่ากุเลยด้,0,0,0,0,0,0
426,การที่โอมชอบนอนแล้วนนนชอบเที่ยวมันเป็นปัญหากับสาววายมากเลยหรอมันจะตายเลยใช่มั้ยถ้าไม่ได้ปัญญาอ่อนสักวันนึงอะ,1,0,0,0,0,0
2223,ชัดเจนมาตลอดวันนี้ยิ่งชัดคุยแซ่บโชว์xนุ๊กปาย,0,0,0,0,0,0
100,มิตรแท้ไม่ได้มีอยู่แค่หญิงหรือชายกะเทยรึทอมก็เป็นมิตรแท้ได้เช่นกันทุกคนมีความเท่าเทียมกันค่ะเป็นเพื่อนกันได้,0,0,0,0,0,0
7262,ตายจริงเหมือนฮึบมาทั้งวันถึงแถวบ้านคือเดินเข้าบ้านแทบไม่ไหวละถึงห้องคือน็อคแต่ตอนรอรอได้รอดีนะงานสามทุ่มก็รอไม่บ่นไม่เหนื่อยใดวิ่งก็ได้ยืนนานก็ได้ไม่แดกไม่เข้าห้องน้ำก็ได้,0,0,0,0,0,0
3852,ใครอยากโดนอมควยทักมาอยุธยา,0,0,1,0,0,0
2762,ลุคนี่หล่อสร้างเรื่องมากกกกwuleileowuอู๋เหล่ยwulei吳磊ดาราจักรรักลานาใจดั่งห้วงสมุทรลิขิตจันทรา,0,0,0,0,0,0
9334,พวกเจนวายเจนเอ้กเจนบูมเม่อมันโทษตัวเองตรงไหนกุเห้นมันโทษทุกอย่างยกเว้นตัวเองกันทั้งนั้นเลิกตอแหลได้ละพวกอีแก่,1,0,0,0,0,1
4914,นักเรียนเงี้ยนจากโชว์หีหลังอาบน้ำนักเรียนคริปหลุดเงี่ยนหีแฉะแหกหีแหวกหี,0,0,1,0,0,0
8756,ไอ้สลัดก่อนหน้าบอกเป็นนายกไม่ใช่เจ้าหน้าที่รัฐพอตอนนี้มีประเด็นเรื่องการเป็นนายกบอกนับแค่ตอนรัฐธรรมนููญนี้แล้วก่อนหน้านี้คือไรควายเหรอวัวเหรอสุนัขเหรอนายกเถื่อน,1,0,0,0,0,0
9803,อเหมือนเกลียดไรกูอ่ะเรียกชื่อกูทั้งวันเลยเนี่ยเรียกเหมือนทั้งห้องมีแค่ชื่อกูคนเดียวอ่ะฉันเหนื่อยมากนะ,0,0,0,0,0,0
3286,superthแจกทุนฟรีสุดคุ้มสมาชิกใหม่รับสมาชิกใหม่รับเครดิตฟรีรับเครดิตฟรีทางเข้าโหนกระแสล้างหนี้กยศพิ้งกี้คิดถึงมายนะฝากรับล่าสุดเครดิตฟรีเครดิตฟรีล่าสุด,0,0,0,0,0,0
5914,เมียพี่น่าเย็ด,0,0,1,0,0,0
8174,ช่ายกะลังคิดว่าเล่นตัวไหนดีลองเดโมพวกสายยิงมันดูด๋อยจัง,0,0,0,0,0,0
6473,ส่งรถเรียบร้อยครับขอบคุลูกค้าทุกท่านครับดูแลและฆ่าเชื้อก่อนส่งครับมั่นใจในการดูแลเรื่องความสะอาดรถของเราครับaddlineไอดีไลน์tcarrentติดตามเราได้ทั้งในเว็บไซต์และเฟสบุ๊ครถเช่าอุดร,0,0,0,0,0,0
7876,จางซังโฮร้ายกาจจนายทำอย่างนี้กับฮาเหรินได้ยังไงถ้าฮาเหรินได้ยิงนายจริงซักวันจะไม่แปลกใจเลยน้องกล้ายิงนะแล้วถ้าฮาเหรินยิงจริงซีเหลียนก็คงไม่ว่าอะไรหรอกเผลออาจจะสนับสนุนฮาเหรินด้วยซำ้หงส์ระเริงรัก,0,0,0,0,0,0
6804,วันนี้กะดึกเช้าด้อมเราปังมากกกตบตีกับเว็ปเอยอะไรเอยแต่เห็นคะแนนขึ้นค่อยอุ่นใจหน่อยส่งไม้ต่อให้กะเช้านะคะเชื่อมั่นตั้งใจทำได้ดาวดวงใหม่วิชญ์ภาส,0,0,0,0,0,0
9401,โค้ดส่งฟรีตอแหลมากแม่เก็บมาโค้ดกดมาใช้ไรไม่ได้เลยบอกไม่ตรงตามเงื่อนไข,0,0,0,0,1,0
3842,หนังไทยดูฟรีพระเอกหนุ่มเย็ดกับน้องชายสุดหล่อดูดหัวควยเสียวเย็ดอัดถั่วดำร้องเจ็บลั่น,0,0,1,0,0,0
1465,หาชายเกย์รับงานกินงูสาวสองทุ่งตะโกหลังสวนใครว่างทักได้เลยนะคะมีค่าขนมงามให้คะไลน์มาได้เลย,0,0,1,0,0,0
9647,อันนี้เรียกสันดานตอแหลจ้าเนาะ,1,0,0,0,1,0
2234,ผมทำได้ทุกอย่างที่ทำให้เพื่อนรึคนที่ผมรักมีความสุขcrนุ๊กธนดลคุยแซ่บโชว์xนุ๊กปาย,0,0,0,0,0,0
1744,โคราชทักงับเกย์โคราชเกย์เงี่ยน,0,0,1,0,0,0
5940,รวมนางแบบไลฟ์สดเดือนสคกระแทกความมันระดับสุดเยสสดคู่เทพที่นี่ที่เดียวliveสดคู่เทพเย็ดสดliveสดคู่นางแบบตีฉิ่งliveสดสวิงกิงเย็ดเด็ดliveสดนางแบบช่วยตัวเองliveสดที่กลุ่มลับแคทตี้ที่นี้เท่านั้นid,0,0,1,0,0,0
6329,การศึกษาไทยฆ่ากูได้จริง,0,0,0,0,0,0
10132,kayetanontเกลียดรัก,0,0,0,0,0,0
9450,อยุ่กะคนก้ไม่ยากค่ะแค่ตอแหลให้เปน,0,0,0,0,0,0
9603,ปากบอกว่าบอกบุญช่วยบอกสินค้าแก้ปัญหานั่นนี่ที่คนมีปัญหากำลังประสบสุดท้ายคือมึงจะขายของบอกพิกัดซื้อในเวปออนไลน์เสร็จสรรพเลยคือจะขายของก็ขายครับไม่ต้องทำเป็นบอกบุญช่วยแก้ปัญหานั่นนี่ของคนมีปัญหาอยู่หรอกมันดูไม่จริงใจเลยและมันดูตอแหลมากเอาจริงนะ,0,0,0,0,1,0
9945,เอาจริงจากที่ดูอีอนมันตัดเปรตมากเหมือนเค้าจะตีกันตายแต่แบบโนแทกะทริกซ์คืชั้นว่าต้องสนิทกันอ่ะบลัฟกันไปมาละน้องก็คือยิ้มตลอดพูดบลัฟพี่ขำส่วนพี่เค้าก็ไม่ได้เคืองไรนะจากคำพูดแบบเออมาเลยแต่อนตัดเหมือนเกลียดกันง,0,0,0,0,0,0
9400,ว่าเพศที่สองสามชอบอวตารมาน่าเบื่ออยากคุยด้วยอยู่แต่ไม่ตอมาตอแหลว่าเป็นหญิงแท้ลุงโง่เฉพาะบางเรื่องแต่บ่างเรื่องก็แกล้งโง่,0,0,0,0,1,0
1983,ต้องคืนหราาาากำใว้จนเปื่อยคุยแซ่บโชว์xนุ๊กปาย,0,0,0,0,0,0
9659,bkkthตอแหลมากเลยครับ,0,0,0,0,1,0
9631,ตอแหล,0,0,0,0,1,0
9589,ถ้าตายแล้วก็ตายเลยไม่มีใครสนใจรู่ตัวอีกทีกูละตายแงร้องไห้ตอแหล,1,0,0,0,1,0
2121,ไม่มีใครแยกเค้าสองคนได้หรอกไม่มีวันไม่มีทางไม่มีช่องว่างให้ใครแทรกได้เลยคุยแซ่บโชว์xนุ๊กปาย,0,0,0,0,0,0
6237,ส่วนvegtrนี้เป็นเพราะได้ยินเรื่องฮอร์โมนของสัตว์เวลาถูกฆ่าและเห็นกับตาในเรื่องของคนที่กินแล้วทุกอย่างดูสดใสอายุแต่ทุกคนสามารถทักว่าอายุได้พอเริ่มลองก็เห็นว่าแบบไม่ได้ยากเลยนะมันอร่อยเหมือนอาหารทั่วไป,0,0,0,0,0,0
5303,ควยไม่ได้เย็ดมั่วนะจะบอกให้,0,0,1,0,0,0
4064,หนังเอ็กไทยมาใหม่สาวขายบริการทางเพศกะหรี่ไทยจากปักษ์ใต้ใช้ปากดูดควยอมได้ขี้เงี่ยนมากโม๊กแรงแล้วเย็ดจนน้ำแตกคาปากเด้งหีท่าหมาจนน้ำแตกคารู,0,0,1,0,0,0
7547,เก็บศพหนูที่ค่ะคุพี่ขาใครยังไม่ตายแต่หนูตายในบ่อปลาสวายเป็นที่เรียบร้อยแล้วค่ะyugyeomstliveinbkkdyugyeomstliveinbkkyugyeomyugyeomgotgot,0,0,0,0,0,0
916,อ้วนไม่ได้ชินกับการมีมี๊หรือผูกพันอะไรเลยแต่อ้วนรักมี๊รักมากรักจนไม่อยากเสียมี๊ไป,0,0,0,0,0,0
8704,ลิซ่าไปฆ่าพ่อฆ่าแม่มึงหรอถึงชอบลากไปทุกอีเหี้ยอีควาย,1,1,0,0,0,0
7523,ตายไม่สงบอ่ะเจ้ามดยักษ์เป็นหนุ่มแล้ว,0,0,0,0,0,0
7063,ไม่เส้านะตบบ่า,0,0,0,0,0,0
3161,คนเราเท่ากันแสดงว่าคนพูดน่าจะไม่ใช่คนโหนกระแส,0,0,0,0,0,0
3582,หายไวนะคนดีไบเบิ้ลบิว,0,0,0,0,0,0
5135,หนังโป๊ไทยตั้งกล้องเย็ดน้องเฟดโดนจับเลียหีคาชุดทำงานกลับมาก็โดนจัดเลย,0,0,1,0,0,0
9244,นี่แว่บแรกตอนอ่านซับก็คิดแง่ง่ามนะชีมาบอกว่าไม่เจตนาคือตอแหลค่ะถ้าศลปบรรลุนิติภาวะแล้วจะไม่เป็นประเด็นขนาดนี้พ้อยคือศลปยังเด็กมากมันครีปปี้อะ,0,0,0,0,1,0
5632,สมุดก็อยู่นี่ไมของอยู่ที่กูหมดนั่งเปิดละหงอยเลยควย,0,0,0,0,0,0
8022,จะยิงแอดให้ต้าวพ่ายพ่ายแต่ก็เครียดดดดดจะเอารูปไหนดีฟ่ะหล่อทุกรูปชั้ลเครี๊ยด,0,0,0,0,0,0
1203,มึงว่าอ้วนเป็นไรอ้วนนอนแล้วอะ,0,0,0,0,0,0
4048,สาวเซ็กจัดแอบมากินควยผัวเพื่อนถึงในบ้านหล่อล่ำควยอย่างใหญ่เจอกระเด้าหีถึงกับร้องเสียงหลง,0,0,1,0,0,0
5145,หีใหญ่โคตร,0,0,1,0,0,0
616,เมื่อไหร่มึงจะจบกับประเด็นนี้สะทีกุเปนพี่เค้ากุจะไล่ด่ายันโคดเหง้าศักราชเลยอีสัสปัญญาอ่อนทุกตัวไม่ใช่เรื่องที่จะต้องสงสัยใครรุ้อยุ่อยากจะฉลาดต้องรุ้ทุกเรื่องต้องซาบต้องแวะ,1,0,0,0,0,0
1926,คุยแซ่บโชว์xนุ๊กปาย,0,0,0,0,0,0
3114,ยิ่งขุดยิ่งเจอซื้อวุฒิแล้วโหนกระแส,0,0,0,0,0,0
2641,ตายแล๊วววววตายอู๋เหล่ยleowuwuleileowulovelikethegalaxyดาราจักรรักลานาใจดั่งห้วงสมุทรลิขิตจันทรา,0,0,0,0,0,0
6021,เย็ดเย็ดเย็ดหีเย็ดควย,0,0,1,0,0,0
7633,จะบ้าตายรายวัน,0,0,0,0,0,0
5589,หมอนวดสาวไทยงานดีนมใหญ่น่าเอาแก้ผ้าขย่มควยให้ลูกค้าวีไอพีอย่างมันมีติดใจต้องมาต่ออีกแน่นอน,0,0,1,0,0,0
2562,มาแล้วกันนนซีรีส์จบฉันไม่จบถ้าไม่มีใครเล่นด้วยฉันก็ไม่ลบหรอกเล่นคนเดียวก็ได้ตอบเป็นโควททวิตเท่านั้นตอบด้วยความคิดเห็นตัวเองไม่มีถูกผิด️เริ่ม️ซีนที่กรอกลับไปดูบ่อยที่สุดดาราจักรรักลานาใจดั่งห้วงสมุทรลิขิตจันทราจ้าวลู่ซืออู๋เหล่ย,0,0,0,0,0,0
7893,พร้อมรอดูโอมยิงธนูแล้วคะtheadventureplusepohmpawat,0,0,0,0,0,0
2728,อันนี้ชอบมากขออนุญาตเหล่ยแอบส่องอังเปาตังจริงหรือตังปลอมอะเหล่ยยยขอบ้างได้ไหมดั่งห้วงสมุทรลิขิตจันทราดาราจักรรักลานาใจ星汉灿烂lovelikethegalaxywulei吴磊อู๋เหล่ย磊磊吴磊leo,0,0,0,0,0,0
9838,เกลียดมากเลยค่ะพวกย้อนศรสวนเลนแล้วกดดันให้เราซึ่งมาถูกต้องต้องหลบให้,0,0,0,0,0,0
4554,ชานมกาแฟไม่ใช่นมรสกาแฟหรอกเหรอ,0,0,0,0,0,0
3886,ควยไรงับ,1,0,0,0,0,0
7985,ยิงเสาธาตุค่า,0,0,0,0,0,0
4692,clipเสี่ยหนุ่มเลียหีเมียน้อยก่อนเย็ดกระหน่ำxxx,0,0,1,0,0,0
2626,มีกี่ตอนหรอคะเราดูได้แค่ถึงตอนดาราจักรรักลานาใจ,0,0,0,0,0,0
2126,งื้อออตรูไห้ดีใจอยู่ข้างกันนะครับธนดลพี่หล่อหลานนคุยแซ่บโชว์xนุ๊กปายนุ๊กปาย,0,0,0,0,0,0
8403,แล้วคือเล่นแบบกากนะแต่ก็ยังแอดมา,0,0,0,0,1,0
4783,พอดีเพิ่งย้ายมาอยู่แถวพิษุโลกอยากได้ชายเดี่ยวไม่เรื่องมากมาสวิงขอคนจริงเย็ดตูดได้เย็ดกีเก่งเลียหีเก่งพอดีผัวอยากลองโดนประตูหลังของคนไม่ซีเรียสมันสนุกด้วยกันชายแท้หญิงแท้อำเภอวัดโบสถ์ท้อแท้เหล่าขวัญบ้านป่าดอนทองเมืองพิษุโลก,0,0,1,0,0,0
805,มันเป็นเรื่องช็อคแบบช็อคกว่านี้ไม่น่าจะมีแล้วเพราะคนพิการอยู่ใกล้มากนะตอนกลับบ้านไปนอนด้วยคือนอนแบบไม่รู้ว่าคนพิการในบ้านท้องเพราะไม่แสดงอาการอะไรเลยแต่รู้ว่าอ้วนและนอนเยอะแค่นั้นเลยแม่รู้ตอนบอร์ดแผนกสูติเขียนชื่อคนพิการพร้อมบุตรทัแม่ทั้งป๊าคือเป็นลมกองหน้าห้องเลย,0,0,0,0,0,0
4807,ยากเลียหีเธอให้น้ำแตกคาปากจัง,0,0,1,0,0,0
8859,พูดไปจะงอแงไม่คะไอจูนประเทศแบบมาทั้งวงเคลมตัวเองว่ายิ่งใหญ่ยังแพ้เดี่ยววงหนูเลยค่ะขนาดวงหนูสแตนเดี่ยวสแตนวงตีกันตลอดยอดสปอยอดยูทูปใต้ตีนทั้งหมดเลยต้องไปขุดสมัยยังรุ่งเรืองที่วงหนูหายไปเข้ากรมมาอวดไม่งั้นวิ่งควายกันมาขนาดนี้หรอส่วนอีเมกาที่มั่นหนักหนาก็รอหน่อย,1,0,0,0,0,0
5781,palmaน่าเย็ดมาก,0,0,1,0,0,0
9215,kukkuuโอยยไม่กล้าหรอกไอโรคที่เป็นมันโรคตอแหล,1,0,0,0,0,0
4522,คือนิสัยกุมันเป็นsoftpowerหรือยังไงกับคนรู้จักแล้วก็สนิทพอตัวเวลาเจอหน้ากันกุจะชอบทำตัวเป็นเอย์หยิบดาบออกมาจากนมแต่กุหยิบนิ้วกลางออกมาแทนล่าสุดอีพวกผู้ชายมันทำตามละส่วนเพื่อนกุหยิบออกมาจากกางเกงจ้าก็ไม่แปลกที่คบกันได้,0,0,0,0,0,0
6221,ควรการันตีได้แล้วไหมว่านิกกี้คือควีนฆ่าไม่ตายจริงคนนี้,0,0,0,0,0,0
9160,อีห่าจะควายจะโง่อะไรนักหนาอีดอก,1,0,0,0,0,0
1242,สเตจมิวแบ้งชุดจองยอนไม่สวยอีกหละเมมที่เหลือสวยจึ๊งทุกคนเหมือนสไตล์ลิสหาชุดให้จองยอนไม่ได้แบบพออ้วนแล้วแต่งให้ไม่ถูกเลยในเอมวีก็ไม่หลุดทรงขนาดนี้,0,0,0,0,1,0
7207,โอยยยตายตาย,0,0,0,0,0,0
9314,ตอแหลอีเหี้ยมื้อเช้าสั่งติ่มซำไปละ,1,0,0,0,0,0
8677,ศิลปินแพะในกุโบร์ถูกตรนอกเครื่องแบบสนบางซื่อคุมตัวทำประวัติลงบันทึกประจำวันจากเหตุเอาสติกเกอร์หน้าประยุทธ์ที่มีข้อความหมดเวลาปีนายกเถื่อนไปติดในย่านสะพานควายตำรวจอ้างเผื่อเจ้าของที่แจ้งความหรือนายไม่พอใจ,0,0,0,0,0,0
547,อีดอกเลิกอ่านฟิคแล้วเอาไอดอลญเปนตัวร้ายในชีวิตจริงก่อนอีห่าปัญญาอ่อน,1,0,0,0,0,0
3022,รวมความเหี้ยไว้ในคนเดียวคนเดียวสั่นสะเทือนทั้งวงการโหนกระแส,1,0,0,0,0,0
3616,มันจะมีอยู่คนนึงที่ไม่ค่อยโพสต์ไม่ค่อยเคลื่อนไหวอะไรแต่พอเป็นเรื่องเธอยอมไม่ได้ขอที่ยืนตลอดขอเป็นพระเอกคนแรกในสายตาเธองี้ไบเบิ้ลบิวbiblebiuld,0,0,0,0,0,0
4210,นมเลักสะเตักเลียอะ,0,0,0,0,0,0
26,afterlikeจะกลายเป็นลูกรักกะเทยในอีกไม่ช้า,0,0,0,0,0,0
5144,ชอบอะแบบนี้อยากเจอเอาหีมากระแทกหน้าผมที,0,0,1,0,0,0
4907,หีก้หีทุกคนเลิกทะเลาะกันเถอะ,0,0,1,0,0,0
2508,อยากเป็นหมาอยากเป็นแม่หมาทำไมต้องมาอิจฉาหมาด้วยขอร้องบ้าบอดาราจักรรักลำนำใจดั่งห้วงสมุทรลิขิตจันทราอู๋เหล่ยwuleithaileimiforwulei,0,0,0,0,0,0
1433,หาไบชายอยากลองไปหาได้ทักมานะครับลุมพินีรังสิตตลาดไทเมืองทองแจ้งวัฒนะรังสิตคลองคลองหกสะพานแดงคลองปทุมปากเกร็ดดอนเมืองนัดเย็ดนัดเย็ดกทมเมืองเอกไบเกย์รับเกย์รุกเกย์,0,0,1,0,0,0
2582,สงสารอิพี่มากดาราจักรรักลำนำใจดั่งห้วงสมุทรลิขิตจันทราlovelikethegalaxy,0,0,0,0,0,0
1302,ดูดอันไหนดีครับเกย์กทม,0,0,0,0,0,0
6037,คลิปหลุดน้องมีนาสาวคอสเพลย์สุดฮอตใส่แว่นหน้าสดโดนแฟนหนุ่มจับเย็ดสด,0,0,1,0,0,0
6771,ตบหน้าแรง,0,0,0,0,0,0
4169,อมควยเข้าสุดลำ,0,0,1,0,0,0
4513,ลูกเกดแดงนั่นน่าเล่นมากเลยครับเนินนมที่กำลังพอดีมืองามไปหมด,0,0,1,0,0,0
1221,อ้วนเซ็ง,0,0,0,0,0,0
5183,ควย,1,0,0,0,0,0
2548,บทสรุปความรักความสัมพันธ์ของหลิงปู้อี๋และเฉิงเซ่าซางจะเป็นอย่างไรรอติดตามกันได้เลยที่wetv️ดาราจักรรักลำนำใจดูฟรีซับไทยพากย์ไทยwetvthwetvซีรีส์จีนlovelikethegalaxyอู๋เหล่ยจ้าวลู่ซือwuleizhaolusi,0,0,0,0,0,0
750,พ่อกูเป็นคนที่เก่งมากเลยนะสามารถพูดสามารถสอนคนที่ขี้หงุดหงิดแบบกูได้โดยไม่เหวี่ยงตอนกูอยู่บ้านตัวเองแม่กับยายกูพูดอะไรก็ดูปัญญาอ่อนไปหมดจนกูไม่มีความมั่นใจในตัวเองเลย,1,0,0,0,0,0
437,ค่ะเพราะเราก็ไม่ได้ปัญญาอ่อนพาลไปด่าศิลปินเหมือนกัน,0,0,0,0,0,0
4534,กอดฟรีได้ตลอดไม่คิดค่านมชงคร้าบแม่แพชชั่นกอดเพิ่ทพลังใจคร้าบแม่,0,0,0,0,0,0
3411,เงินเข้ากันทุกวันขยันขนาดนี้ปังไม่ไหวค่าแม่ใครอยากมีเงินเข้าบัญชีทุกวันต้องมาฟังทางนี้งานง่ายนั้งทำที่บ้านสบายมีเวลาตอนไหนก็ทำไม่จำกัดอายุขอแค่ตั้งใจมาตำกันเด้ออองานออนไลน์ร้องข้ามกาแพงwinmetawinหางานทาโหนกระแสtontawantไฟไหม้ผับชลบุรีsnsd,0,0,0,0,0,0
8620,sakurasoว้สอากากกกกกส่องแป๊บ,0,0,0,0,0,0
2847,ติ่งนางเม้นถามฉีนว่าอค้าแซะตรงไหนคิดไปเองป่าวหื้มมมจริงดิไม่รู้จริงดิดิวอริสรา,0,0,0,1,0,0
1173,โจรสลัดมาแว้วววววสองอ้วนตุ้บตั้บถึงบ้านอย่างปลอดภัยโจรสลัดมาแล้ว,0,0,0,0,0,0
7774,นี่ก็พิสูจน์ให้เห็นแล้วไงว่านักยิงธนูไม่จำเป็นต้องเป็นผู้ชายohmpawattheadventureplusep,0,0,0,0,0,0
2699,ยื่นใบสมัครเป็นบ่าวแม่ทัพฮั่วค่ะรวบผมเป็นโกนหนวดให้ได้ดั่งห้วงสมุทรลิขิตจันทราอู๋เหล่ย吴磊lovelikethegalaxyดาราจักรรักลำนำใจดั่งห้วงสมุทรลิขิตจันทรา,0,0,0,0,0,0
4115,เสียวควยเลยแบบนี้,0,0,1,0,0,0
9922,ทำไมบนโลกต้องมีคนขยะแบบนี้ด้วยแล้วมันน่าเกลียดมากที่เด็กใหม่พึ่งเดมาเจอคนเหี้ยทำแบบนี้กับเพลงตัวเองจะต้องรู้สึกยังไงแล้วคนออกแบบถ้าเต้นเขาก็มนุษย์ไม่ชอบก็ไม่ต้องตามไม่ต้องยุ่งเลยygคัดเลือกคนแบบนี้มาได้ไงกัน,1,0,0,0,0,0
4801,คลิปโป๊ไทยดูฟรีเย็ดโชว์ก่อนคืนวันปล่อยผีมาปล่อยควยเข้าหีกันดีกว่าคู่เน็ตไอดอลคู่เทพเย็ดกันโชว์วัยรุ่นไทย,0,0,1,0,0,0
2481,เสียดายอาฉี่ไม่ได้มาชายแดนด้วยมีแต่อาเฟยกับนายน้อยที่เหมือนจะมีแต่ร่างไร้วิญญาถ้าอาฉี่มาด้วยยัยลั่วคงไม่ได้มาเสนอหน้าในค่ายทหารหรอกอาฉี่ฉลาดรู้ทันนางแน่ดั่งห้วงสมุทรลิขิตจันทราดาราจักรรักลานาใจlovelikethegalaxywuleizhaolusiอู๋เหล่ยจ้าวลู่ซือ,0,0,0,0,0,0
4139,ควย,1,0,0,0,0,0
8593,คุเปรมตอนนี้คือหนักหนาสาหัสกากรรจ์มากสภาพคืออยากได้กำลังใจเต็มเปี่ยมแบกทุกอย่างเอาไว้ไม่ไหวแล้วอยากได้กำลังใจเปรมจิลลา,0,0,0,0,0,0
