Column1,comment_text,hashtag,toxic,severe_toxic,obscene,threat,insult,identity_hate,non_toxic
425,@bamyonce แล้วใครมันจะลดความอ้วน?!,,0,0,0,0,0,0,1
426,@b4rame8 @9tinxnamethx อ้วน การที่เธอทำแบบนี้,,0,0,0,0,0,1,0
427,อ้วนไม่มาบบเล่นกับแม่จะครบอาทิตย์ละ รุ้สึกเหี่ยวเฉาเหลือเกิน คิดถึงเด็กอ้วนที่ชอบโม้เรื่องของกินนน ╥﹏╥💞💘💖💓 https://t.co/0HTrn9eckn,,0,0,0,0,0,0,1
428,ถือสาเล่าเลยว่าเจอตัวนี้หลงมาในสวน ตอนแรกคิดว่าอ้วนแต่ท้องแหละ พ่อก็หาที่อยู่ที่นอนให้ในสวน ไม่กล้าเอามาบ้านกลัวตีกับตัวขาว จนคลอด ก็เริ่มสงสาร กลัวมีตัวไรมากินลูกเล็กเลยเอากลับบ้าน ตอนนี้ลูกเล็กก็แจกจ่ายให้คนที่อยากได้ไปหมดแย้ว เปนสาวโสดอีกครั้ง https://t.co/VggsDXbz8C,,0,0,0,0,0,0,1
429,ไออ้วนน หยุดดิ๊ !!! https://t.co/UmUjQE8dSY,,0,0,0,0,0,1,0
430,@nambeer199 อ้วนๆแบบนี้ชอบจะเย็ดให้ผอมเลย,,1,0,1,1,0,1,0
431,"หน้าอ้วนแค่ในรูปแหละ..ตัวจริงน่าเอา👅🥰💦
รีทวิตรับส่วนลด100 📌เที่ยววันนี้น่ะค่ะ📌
#รับงานจันทบุรี
#ไซ by @ไซร้ไลน์จันทบุรี - eDayFm htt//edayfm.com/trends/ #edayfm #sportssocial",/รับงานจันทบุรี/ไซ/edayfm/sportssocial,0,0,1,0,0,0,0
432,มึงว่า อ้วนเป็นไร อ้วนนอนแล้วอะ,,0,0,0,0,0,0,1
433,"เป็นไอ้ดื้อให้ใครไม่ได้หรอก เป็นได้แค่ไอ้อ้วน😅
เพจโดนเเฮคไปที่เพจใหม่นะคะทุกคน
https://t.co/BsBFbTIXvE
มีปลายทางผ่อนได้ที่❗️
https://t.co/2NS3moEBvr 

มีส่วนลด มีไลฟ์สด ที่❗️
https://t.co/YHTdzTAbaH https://t.co/PNtsMwWnXy",,0,0,0,0,0,0,1
434,พี่อัสงอแงเรื่องโพสรูปแล้ว5555อย่าไปโพสตัดหน้ายัยอัสนะ เป็นเอ็นดูงอแวว่าช่วงนี้อ้วนอีก แต่กินไม่หยุด,,0,0,0,0,0,0,1
435,ที่ผ่านมาเธอไม่ได้ท้องเธออ้วน:( https://t.co/N44wuRcW1s,,0,0,0,0,0,1,0
436,@gg4xhom_ อันนั้นเสืออ้วน อันนี้แมวอ้วน,,0,0,0,0,0,0,1
437,"เอาอะไรมาอ้วนนน เดะจะหยิก ร่อง11 ชัดขนาดเน้🌚🌝
#usnttr https://t.co/rQRBjZJF3p",/usnttr,0,0,0,0,0,0,1
438,@Rrrrrr1042 ทำใจแล้วกินต่อไปค่ะ จะได้อ้วนๆ,,1,0,0,0,0,0,0
439,คนดีคนเดิมม Happy birthday to you นะครับอ้วนน เช่นเดิมล่วงหน้าเช่นเดิม รักครับ https://t.co/napQL6b7tD,,0,0,0,0,0,0,1
440,อ้วนฟังนะ https://t.co/XA6MKOi3a7,,0,0,0,0,0,0,1
441,กุคือไอ้อ้วนจริงๆ,,0,0,0,0,0,0,1
442,อ่านนส.ดึๆละหิวตลอดอะ ถ้าไม่กินก็ง่วง ถ้ากินก็อ้วน แต่ถามว่ากินมั้ย,,0,0,0,0,0,0,1
443,@mysunfind ง่ะอ้วนนน🥺 รักอ้วนเหมือนเดิมคับ,,0,0,0,0,0,0,1
444,อ้วน https://t.co/gPxMFwJgmo,,0,0,0,0,0,1,0
445,@waen_nxng ไม่อ้วนนะ,,0,0,0,0,0,0,1
446,เหลืออีก 4 เดือนแล้วนะ อีอ้วน 😭 ลดได้แล้ว ทริปเที่ยวใหม่กำลังจะมา เดี๋ยวถ่ายรูปไม่สวยนะ 😂😂😂,,0,0,0,0,0,0,1
447,@waen_nxng อ้วนตรงไหนอะ,,0,0,0,0,0,0,1
448,@ccnbmx สุดๆ ให้อ้วนให้ติดเตียงไปเลยจบ,,0,0,0,0,0,0,1
449,เห็นข่าวคนติดห้องน้ำละคิดถึงตอนเรียน ไปห้องเพื่อนเข้าห้องน้ำละกลอนเสีย บิดออกมาไม่ได้ ตอนนั้นเพื่อนพยายามแกะช่องระบายอากาศข้างล่างให้เรามุดออกมา แต่เราอ้วน ออกไม่ได้แน่ๆ กลัวติดอีก555 เคยอ่านคนนึง เค้าติดเลยพยายามตะโกนเรียกสิริให้โทรหาแฟน ใครอยู่คนเดียวระวังกันนะ,,0,0,0,0,0,0,1
450,อ้วนเซ็งงงงง https://t.co/6DBPQV31qM,,0,0,0,0,0,0,1
451,แซ่บกว่าต้มอึง กะคนอ้วนอึงลึ่งคือเฮานี้ล่ะ😁😁 https://t.co/l0WLJnVJrA,,0,0,0,0,0,0,1
452,เวลาเจอคนโพสต์ อิ่มมั้ยให้ทาย อ้วนมั้ยให้ทาย คือถ้ากูทายถูกกูได้ของรางวัลมั้ย มันจะมาท้าทายเฉยๆไม่ได้ปะ มันต้องมีรางวัลปลอบใจที่อุตส่าคิดคำตอบหน่อย,,0,0,0,0,0,0,1
453,คืนนี้นอนหลับฝันดีแล้วค่ะ ยัยบะบิวไอ่ต้าวน่ารัก น่ารักมากกกกก 💙🤏😳🦋 ฝันดีน้าาาาแก้มอ้วน จุฟ @Buildbuilddd #BuildJakapan #Beyourluve #เจ้าแป๊ะยิ้ม https://t.co/VnHFDQxoJ3,/BuildJakapan/Beyourluve/เจ้าแป๊ะยิ้ม,0,0,0,0,0,0,1
454,"@penyai_mtnu @Late_MTNU ตัวจี๊ดเป็นคนลากสองคนที่เหลือมา แถมยังชูให้ดูเจ้าลูกหมาตัวอ้วนของตัวเองด้วย 

""นี่ หมูปิ้งง""

ยิ้มจนตาปิดแล้วหันไปสนใจกับของในซุ้มคาเฟ่แมวตรงหน้า

""เอาหูสีไรกันดี สีดำมั้ย?""",,0,0,0,0,0,0,1
455,"พร้อมส่ง

อินจุน 
🐝 บัตรโดยสาร / ผึ้งอ้วน

พร้อมโอน 300 รวมส่ง ems

#ตลาดนัดnct #ตลาดนัดอซท https://t.co/Z0Rh9BHMoe",/ตลาดนัดnct/ตลาดนัดอซท,0,0,0,0,0,0,1
456,ป้าดดดด มึงคือกล้าวาเอื้อยกู อินี่ อ้วนแล้วมันไปหนักหัวมึงติ เขางามกว่าสั่นแหล่งอิจฉาเขาติสาวว https://t.co/n65MqnMisR,,1,0,0,0,0,0,0
457,@jhlottery อีกแล้วพี่วินอ้วนมากพี่ลอตต,,0,0,0,0,0,1,0
458,@_mrlim95 ตื่นเต้นด้วยยแง555555 ฝากความรักไปให้อ้วนเยอะๆเลยน้าา,,0,0,0,0,0,0,1
459,โทรหาอิปอยกุอ้วนมาก,,0,0,0,0,0,0,1
460,"นินจาผู้อวบอ้วน กอดอุ่น หนุบหนับ โชว์พุงกลม ๆ ในชุดกุยเฮง ...เปิดกอดการอกุศล สมทบทุนค่าอาหารนินจา และแบ่งส่วนหนึ่งไปซื้อของเล่นเสียวดีไหม 555
ปกติก็ชอบกิโมโนนะ แต่ผ่านมาหลายปี ชุดแบบนินจาขาว ที่ทำขึ้นเองแล้วปรับแต่งจนเป็นสิ่งที่ชอบยิ่งกว่า กิโมโนแท้แบบมาตรฐาน ไปเป็นที่เรียบร้อย https://t.co/fnXPY8qTdw",,0,0,0,0,0,0,1
461,อยสกเห็นรูปฟิล์มอ้วนแนะ น่ารักแน่ๆเลย,,0,0,0,0,0,0,1
462,อ้วนแต่งรูปน่ารักอะ,,0,0,0,0,0,0,1
463,RIPเจ้าตุ้มเงิน  แมวน้อยอ้วนตุ๊บ หมดเวรหมดกรรมแล้วเนอะ ขอให้ไปสู่สุขคตินะ🤍,,0,0,0,0,0,0,1
464,@loveoldermandad อ้วนคับ DMมา,,0,0,0,0,0,0,1
465,อ้วนน่ารักที่สุดในใจม้า,,0,0,0,0,0,0,1
466,อ้วนของม้าน่ารักที่สุดในโลก,,0,0,0,0,0,0,1
467,อ้วนเเบบนี้ชอบไหม #เงี่ยน https://t.co/OzDqC3V0Ir,/เงี่ยน,0,0,0,0,0,0,1
468,@MEIN_NEVERLAND ไม่อ้วน!!!!,,0,0,0,0,0,0,1
469,"SG 230
JH 100
แก้มอ้วน  60

📮 35 
#ตลาดนัดบังทัน #ปล่อยของสะสมบังทัน https://t.co/baI7xTRqNu",/ตลาดนัดบังทัน/ปล่อยของสะสมบังทัน,0,0,0,0,0,0,1
470,แค่คนอ้วนคนหนึ่ง https://t.co/hHlv9iY4De,,0,0,0,0,0,1,0
471,สเตจมิวแบ้งชุดจองยอนไม่สวยอีกหละ เมมที่เหลือสวยจึ๊งทุกคน เหมือนสไตล์ลิสหาชุดให้จองยอนไม่ได้ แบบพออ้วนแล้วแต่งให้ไม่ถูกเลย ในเอมวีก็ไม่หลุดทรงขนาดนี้,,0,0,0,0,1,0,0
472,คนที่เป็นไทรอย์แล้วบอกว่ากินยาแล้วอ้วนมาก นี่ส่วนใหญ่เขาเป็น hyper ละกินยากดเลยเป็น hypo ใช่มะ พอไปอ่านแล้วก็งงๆ แบบฮอร์โมนมันทำงานมาก-น้อยสวิงจนไม่รู้ให้ยาเท่าไหร่ดีงี้เหรอ แต่ว่าถ้าเป็น hypo ก็กินยาเสริมเม็ดจิ๋วก็น่าจะไม่อ้วนแล้วป้ะนะแต่ก็มีคนบอกอ้วนอยู่ดีอะ งงงงง,,0,0,0,0,0,0,1
473,"สาวอ้วนแก่งคอย สระบุรี..
สาวอ้วนๆแก่งคอย ว่าง
500ห้องฟรี 💧ยังรับนะค่ะมา
มาจ้าว่างๆๆยังนัดได้ยุ💙💧
พร้อมรับงานว่างๆๆห้องมีทักมาจ้า💙
ID.45zzzz",,0,0,1,0,0,0,0
474,"สาวอ้วนแก่งคอย สระบุรี..
สาวอ้วนๆแก่งคอย 
500ห้องฟรี 💧ยังรับนะค่ะมา
มาจ้าว่างๆๆยังนัดได้ยุ💙💧
พร้อมรับงานว่างๆๆห้องมีทักมาจ้า
ID.45zzzz",,0,0,1,0,0,0,0
475,@DekPraew_ อ้วนๆแหละชอบ,,0,0,0,0,0,0,1
476,หนังโป๊ญี่ปุ่นสุดซาดิส ไอ้หื่นโรคจิตชอบเย็ดสาวอวบ นี่ล่อสาวอ้วนหีอูมๆ นั่งขย่มควยแทบหัก เย็ดโหดจริงๆเย็ดแบบบ้าพลังมาก https://t.co/NfYqfAIUnS,,0,0,1,0,0,0,0
477,"สาวอ้วนแก่งคอย สระบุรี..
สาวอ้วนๆแก่งคอย 
500ห้องฟรี 💧ยังรับนะค่ะมา
มาจ้าว่างๆๆยังนัดได้ยุ
พร้อมรับงานว่างๆๆห้องมีทักมาจ้า💙
ID.45zzzz",,0,0,1,0,0,0,0
478,น้องหมาบอก อยากโดนรุม10 คน ใครสนใจทักมา รุก โบท ถ้าไชร์ใหญ่จะพิจารณาก่อน ไม่เกี่ยงหน้าตา ขอไม่อ้วน อายุเกิน20 https://t.co/ewY9UibeU3,,0,0,1,0,0,0,0
479,@MEIN_NEVERLAND อ้วน ตอบเลา,,0,0,0,0,0,0,1
480,เจอเพื่อนร้านเตี๋ยว เพื่อนก็คือว่าตัวกลมบ๊อก... เอ้อ คนอื่นโตมาก็อ้วน ไม่ใช่กูอ้วนคนเดียว55555,,0,0,0,0,0,0,1
481,@eieiruk1 ของกินเข้าจริงๆ กินจนอ้วน 😆,,0,0,0,0,0,0,1
482,วิธีลดน้ำหนักของฉันน่ะหรอ แค่ไม่มีตังค์เท่านั้นเอง ไม่ได้ซื้ออะไรที่อยากกิน กินแบบประหยัดที่สุด เอาอะไรมาให้อ้วนล่ะ..,,0,0,0,0,0,0,1
483,@wagyunan เคยเห็นคอนโดเพื่อน ครัวใหญ่ กั้นด้วยประตูกระจก ทางเดินในครัวพอเดินได้แค่คนเดียว ต้องคนที่ไม่อ้วนด้วย 😂 แต่ก็ยังดู practical กว่าครัวที่ติดห้องนั่งเล่นแบบที่ไม่มีอะไรกั้นเลย,,0,0,0,0,0,0,1
484,"D-163 (478)
- 🌷✨
- วันนี้ก็วันศุกร์จนจะเสาอีกแล้ว 5555
- วันนี้ก็ไม่แย่คับ ก็โอเคอยู่ 
- คิดถึง คิดถึง คิดถึง
- อ้วนมั่กเย้ยตอนนี้ ;—; จะทำตามที่เคยตั้งไว้ให้บบฮได้มั้ยเนี่ย 
- 💖💖✨

#รอน้องแบ้กไปเข้าค่าย",/รอน้องแบ้กไปเข้าค่าย,0,0,0,0,0,0,1
485,@blackcoffx ใครจะไปรู้ว่าชีแป้งจะพาไอ้อ้วนเดินไปตรงนั้น!!,,0,0,0,0,0,1,0
486,อยากมีคนที่รับฟัง อยากมีคนที่ซัพพอร์ต ช่วยใจดีกับเด็กอ้วนคนนี้หน่อยได้ไหม ท้อไปหมดแล้ว 😭😭😭😭😭,,0,0,0,0,0,0,1
487,@kimjohnsonnn อ่าวอ้วน,,0,0,0,0,0,0,1
488,@mnkcu นี่อ้วนแล้วหรอ,,0,0,0,0,0,0,1
489,@Tamakaoriki อ้วนมาตลอดแหละ,,0,0,0,0,0,0,1
490,กูจริงจังสุดๆ ไบเบิ้ลตัดผมแจก20 เอาแบบที่ไอ้อ้วนมันไม่รำคาญน่ะ,,0,0,0,0,0,1,0
491,แฟนบอก อ้วนดูนี่เหมือนหมาเลย มันจะไม่เหมือนได้ไงก็ตัวเองหน้าเหมือนหมา55555 น่ารักกกกก https://t.co/LLxIyWPIeY,,0,0,0,0,0,0,1
492,หรือไง อ้วนจะอ้างไรอีกอ่ะ,,1,0,0,0,0,1,0
493,แจยอนเหมือนแมวส้มอ้วนๆ,,0,0,0,0,0,0,1
494,เหมาทั้งคืน 1500 ไม่จำกัดน้ำ ตอนนี้ ทักมาเลยคะ #รับงานยะลา #เงี่ยน #เย็ดยะลา  เป็นสาวอวบอ้วน หีใหญ่,/รับงานยะลา/เงี่ยน/เย็ดยะลา,0,0,1,0,0,0,0
495,"ไปนอนละนะอ้วน 

#LISA #LALISA #MONEY #리사 https://t.co/qGzhquPYjl",/LISA/LALISA/MONEY/리사,0,0,0,0,0,0,1
496,อ้วนอย่าดื้อพิ้คอลประชุมอยู่ https://t.co/C8YXw7LRER,,0,0,0,0,0,0,1
497,@OnlyZeePruk เรื่องดีๆในวันนี้คือหนูกินเจ+if+งดเเป้งด้วย ลดความอ้วนดเเต่หนูก็แอบกินก๋วยเตี๋ยวเส้นเล็กเเห้งใส่เเต่ผักไปละ อร่อยมาก มีความสุขสุดๆ5555555555555,,0,0,0,0,0,0,1
498,น้องเจนมาอัพรูปๆๆๆๆเร้วคิดถึงอ้วน,,0,0,0,0,0,0,1
499,@beqixhoshi อ้วนจังหมาหย่าย,,0,0,0,0,0,0,1
500,ใครอยากดูหุ่นผมทักมานะครับ อยากรู้ว่าน่าโดนเย็ดไหม #คุยเสียว #เงี่ยน #เกย์,/คุยเสียว/เงี่ยน/เกย์,0,0,1,0,0,0,0
501,"มีเก็บปลายทางเพิ่มเงิน 50 บาท ส่งฟรีทุกรายการ
#ป๊อปเปอร์แท้ #สูดดม #ป๊อปเปอร์ #เกย์ #เกย์รุก #เกย์เงี่ยน #LGBT #popper #PWD #อึดทน #เบิ้ลรอบ #ชะลอหลั่ง #คลิป #ด้านมืด https://t.co/W1opbPLM5C",/ป๊อปเปอร์แท้/สูดดม/ป๊อปเปอร์/เกย์/เกย์รุก/เกย์เงี่ยน/LGBT/popper/PWD/อึดทน/เบิ้ลรอบ/ชะลอหลั่ง/คลิป/ด้านมืด,0,0,1,0,0,0,0
502,"➡️#CNX_SHOW 
➡️#เกย์ #เชียงใหม #เชียงราย #ลำพูน #ลำปาง #แพร่ #น่าน #พะเยา #แม่ฮ่องสอน 
➡️#โชว์ควย #ว่าวโชว์ #Skype #เอาท์ดอร์ #BDSM #นายทาส #พูดคุย #นัดเย็ด #งานดี #หุ่นดี 
⭐️DMสอบถามเพิ่มเติมTwitter Skype ID live:chayanon_12 
➡️ส่งรูปตัวจริงหุ่น-ควยสมัครเข้ากลุ่มแล้วไปสนุกกัน https://t.co/dlMyynFvX9",/CNX_SHOW/เกย์/เชียงใหม/เชียงราย/ลำพูน/ลำปาง/แพร่/น่าน/พะเยา/แม่ฮ่องสอน/โชว์ควย/ว่าวโชว์/Skype/เอาท์ดอร์/BDSM/นายทาส/พูดคุย/นัดเย็ด/งานดี/หุ่นดี,0,0,1,0,0,0,0
503,"ผู้ชายแท้ไม่ได้เป็นอ่านก่อนน่ะครับ 
ชายแท้ร้อu เงิน 
ชายแท้รัuงาuครับ
หาคนเลี้ยง
รัuงาน/เกย์/กระเทย/ผู้หญิง 
อายุ19สูง158 น้ำหนัก 54
ผิวแทน เป็นผู้ชายแท้ 
LINE : 0855413107
จอมทองเจริญกรุงพระราม3",,0,0,1,0,0,0,0
504,"บางทีไม่คาดหวังอาจไม่ผิดหวังก็ได้น่ะ🫣
#เกย์ #ระยอง #เหงาเงี่ยน #pmy #ระยองสายล่าง https://t.co/zKosBgnRqw",/เกย์/ระยอง/เหงาเงี่ยน/pmy/ระยองสายล่าง,0,0,1,0,0,0,0
505,"หาคนเปย์ครับ 

#คอลเสียว #รังสิต #คลอง1 #คลองหก #ชายรับงาน #ชายแท้รับงาน #เกย์  #กทมนัดเย็ด #กทม https://t.co/naNv26fbYd",/คอลเสียว/รังสิต/คลอง1/คลองหก/ชายรับงาน/ชายแท้รับงาน/เกย์/กทมนัดเย็ด/กทม,0,0,1,0,0,0,0
506,"ไม่ใช่แมงมุมแต่ก็สร้างใยได้…ใยกันเม็ด 🤣🕸

#แคปชั่นเพ้อ #แคปชั่นเด็ด #แคปชั่นอ่อย #แคปชั่นกวนตีน #แคปชั่นน่ารัก #ชายรักชาย #เกย์ #แคปชั่นโสด #แคปชั่นฮาๆ #แคปชั่นโดนๆ #แคปชั่นเสี่ยว #คำคม #แคปชั่น2022 #ประโยคแซ่บแคปให้ด้วย https://t.co/WuFOdQsnu2",/แคปชั่นเพ้อ/แคปชั่นเด็ด/แคปชั่นอ่อย/แคปชั่นกวนตีน/แคปชั่นน่ารัก/ชายรักชาย/เกย์/แคปชั่นโสด/แคปชั่นฮาๆ/แคปชั่นโดนๆ/แคปชั่นเสี่ยว/คำคม/แคปชั่น2022/ประโยคแซ่บแคปให้ด้วย,0,0,1,0,0,0,0
507,อยากดูดควยจังว่ะ #บางพระ #ชายแท้ #เกย์ #ดูดควย,/บางพระ/ชายแท้/เกย์/ดูดควย,0,0,1,0,0,0,0
508,จะมาสอง มาสาม หรือมาสี้ ก้อจัดมาเลยคะ ว่างๆน้ำแตกแลกประสบการณ์ แยกทางจบ!!! หญิงแท้แต่มีจู๋ เกย์ ญิง ชาย กะว่ามา #ปากช่องนัดเย็ด #นัดเย็ดปากช่อง #ปากช่องนัดเย็ดสวิงกิ้ง,/ปากช่องนัดเย็ด/นัดเย็ดปากช่อง/ปากช่องนัดเย็ดสวิงกิ้ง,0,0,1,0,0,0,0
509,เราอ้วนเพราะเรามันส์นะ ทักมาคุยกันได้ #เกย์ #อยุธยา   #อยุธยานัดเย็ด,/เกย์/อยุธยา/อยุธยานัดเย็ด,0,0,1,0,0,0,0
510,"📌โปรเฉพาะส่งพัสดุ เท่านั้น 3 ขวด 1000
เหมาส่ง 40 
1️⃣สินค้าใหม่ น้ำยาเต็มขวด
🐓กลิ่น 100%
📝สนใจไลน์ viagra4u
#poppers #ป๊อบเปอร์ #เกย์ #นัดเย็ดกรุงเทพ #รับงานรังสิต #ไวอาก้าหมาแดง https://t.co/0e6GMG7adK",/poppers/ป๊อบเปอร์/เกย์/นัดเย็ดกรุงเทพ/รับงานรังสิต/ไวอาก้าหมาแดง,0,0,0,0,0,0,1
511,𝑮𝒐𝒐𝒅 𝒎𝒐𝒓𝒏𝒊𝒏𝒈 🫀 #พิษณุโลก #เกย์ #พิดโลก #ชายรักชาย https://t.co/EmZCucBDX6,/พิษณุโลก/เกย์/พิดโลก/ชายรักชาย,0,0,0,0,0,0,1
512,"#เกย์ #นวดเกย์ #เกย์หัวหิน #หัวหิน 
ไลน์ : matrocky https://t.co/PMeaMrTaq6",/เกย์/นวดเกย์/เกย์หัวหิน/หัวหิน,0,0,0,0,0,0,1
513,อยากเสียซิงต้องทำไงอ่ะค้าบ  #สมุทรปราการนัดเย็ด #เกย์ https://t.co/St9duvO0Ya,/สมุทรปราการนัดเย็ด/เกย์,0,0,1,0,0,0,0
514,"#เกย์ #นวดเกย์ #หัวหิน #นวดหัวหิน 
ไลน์ : matrockyy https://t.co/V0Rwg1zy91",/เกย์/นวดเกย์/หัวหิน/นวดหัวหิน,0,0,0,0,0,0,1
515,"#เกย์ 
#นวดเกย์ 
#หัวหิน 
#เกย์หัวหิน
#นวดหัวหิน 

@ไลน์ : matrockyy https://t.co/PgC0T51UK4",/เกย์/นวดเกย์/หัวหิน/เกย์หัวหิน/นวดหัวหิน,0,0,0,0,0,0,1
516,"Im horny, wanna come over? #เงี่ยนหีเเฉะ #เงี่ยนหี #เงี่ยน #นัดเย็ด #นัดเย็ดกทม #เกย์เงี่ยน #รับงานรังสิต #เงี่ยนควย #เกย์ #เรียลหญิง #เรียลนักศึกษา #เรียลชาย #เรียลมัธยมปลาย #เรียลหญิง #รับคอลเสียว #รับงานกทม #นัดเย็ดกรุงเทพ https://t.co/mm0Z7sbFG0",/เงี่ยนหีเเฉะ/เงี่ยนหี/เงี่ยน/นัดเย็ด/นัดเย็ดกทม/เกย์เงี่ยน/รับงานรังสิต/เงี่ยนควย/เกย์/เรียลหญิง/เรียลนักศึกษา/เรียลชาย/เรียลมัธยมปลาย/เรียลหญิง/รับคอลเสียว/รับงานกทม/นัดเย็ดกรุงเทพ,0,0,1,0,0,0,0
517,เค้าว่าเอียงซ้ายแม่ยายรัก หาเมียคับ อยากมีแม่ยายรัก#นัดเย็ดนครนายก สระบุรี เกย์ หญิง https://t.co/jdl1vbo6ir,,0,0,1,0,0,0,0
518,ผมเป็นทาสแมวครับ #ทาสแมว #เกย์ https://t.co/fsdnpTEkkF,/ทาสแมว/เกย์,0,0,0,0,0,0,1
519,ความทรงจำแสนหวาน ที่งานเทศกาลหิมะซัปโปโระ ในช่วงทศวรรษที่ 90's จากหนังวีดีโอ Goodbye Again นี่คือเรื่องราวของคู่รัก ที่เดินทางท่องเที่ยว จนนำไปสู่ความสัมพันธ์อันตราย อยากบอกว่าหลงใหลในสไตล์ เนื้อเรื่อง นักแสดง ของการผลิตหนังวีดีโอผู้ใหญ่ (เกย์) ในช่วงยุคนี้จริงๆ (ดูคลาสิคดีนะ) https://t.co/0pRUFg8rH6,,0,0,0,0,0,0,1
520,ไวอาก้า หมาป่าแดง1แผง180 2แผง280 ปลายทาง+เพิ่ม20 อึดทนนาน แข็งตัวดี เบิ้ลรอบสบาย หลายๆคนลองแล้วติดใจ #นัดเย็ด #นัดเย็ดกรุงเทพ #เงี่ยน #เงี่ยนหีเเฉะ #เงี่ยนควย #เกย์ #เกย์มัธยม #เกย์เงี่ยน #เกย์รับ #เกย์รุก #สาวสองมีงู #สาวอวบ #สาวเสียบ #สาวอ้วนขี้เงี่ยน #เย็ด #สวิงกิ้ง https://t.co/Xe8ozOYoOa,/นัดเย็ด/นัดเย็ดกรุงเทพ/เงี่ยน/เงี่ยนหีเเฉะ/เงี่ยนควย/เกย์/เกย์มัธยม/เกย์เงี่ยน/เกย์รับ/เกย์รุก/สาวสองมีงู/สาวอวบ/สาวเสียบ/สาวอ้วนขี้เงี่ยน/เย็ด/สวิงกิ้ง,0,0,1,0,0,0,0
521,คืนนี้จัดชุดใหญ่ครับเย็ดให้นานๆเลยครับน้องจะได้เสียวรูไปเลยรูสวยครับต้องลงลิ้นให้สะหน่อย #ลพบุรี #ลพบุรีนัดเย็ด  #ลพบุรีแอบแซ่บ  #เกย์ #เกย์นัดเย็ด https://t.co/7CdtVqu6nS,/ลพบุรี/ลพบุรีนัดเย็ด/ลพบุรีแอบแซ่บ/เกย์/เกย์นัดเย็ด,0,0,1,0,0,0,0
522,"EP.01 ฉลากสีซีด หรือ น้ำยาต่ำกว่าคอขวด แสดงว่ารั่ว มีกลิ่นเหม็นเป็น ของเก่าหมดอายุ เวลาใช้จะแสบจมูก, จมูกไหม้ลอก ดึงไม่ขึ้น หรือ ดึงแล้วหาย  #เกย์ #ชายรักชาย #เกย์รุก #เกย์เชียงใหม่ #เกย์กรุงเทพ #เกย์รับ  #เกย์ภูเก็ต #เกย์ขอนแก่น #เกย์พัทยา #เกย์โสด  #เกย์นครปฐม #เชียงราย #เตนิว https://t.co/Wdzj9sfTe7",/เกย์/ชายรักชาย/เกย์รุก/เกย์เชียงใหม่/เกย์กรุงเทพ/เกย์รับ/เกย์ภูเก็ต/เกย์ขอนแก่น/เกย์พัทยา/เกย์โสด/เกย์นครปฐม/เชียงราย/เตนิว,0,0,0,0,0,0,1
523,#รับงานนวดกรุงเทพ นวดไทย นวดออย นวดอโรม่า และตัดแต่งขน เกย์ ชายแท้ ไบ ลับๆ  มีห้องส่วนตัว มีที่จอดรถ ติดmrtหลายสาย เดินทางสะดวกใจกลางเมือง  #4แยกฟอร์จูน #นวดอโศก #นวดพระราม9โทร. 0825877125 https://t.co/vE51sexYkD https://t.co/dfwbD4mx4X,/รับงานนวดกรุงเทพ/4แยกฟอร์จูน/นวดอโศก/นวดพระราม9โทร,0,0,0,0,0,0,1
524,"เหงาจังไปหาใครได้บ้างนัดเยสกัน ผมชายแท้ ชอบเลียจิ๋ม  ทักมานัดกันได้น้าา สาวสอง เกย์ หญิงแท้ทักมาคุยกันน้า ไม่มีใครนัดไม่มีใครให้ไปหาจริงๆหรอ  อยู่คลอง6 ลำลูกกา #คลอง6 #คลอง7 #กทมนัดเย็ด #ปทุม #คลอง7 #สายคลอง #ปทุมนัดเย็ด #คลองเจ็ด #คลอง5 
#คลองหก #ลำลูกกานัดเย็ด #คลองห้า https://t.co/PrA78HNvul",/คลอง6/คลอง7/กทมนัดเย็ด/ปทุม/คลอง7/สายคลอง/ปทุมนัดเย็ด/คลองเจ็ด/คลอง5/คลองหก/ลำลูกกานัดเย็ด/คลองห้า,0,0,1,0,0,0,0
525,อยากมีแฟน เป็น เกย์ ผิดไหม😂,,0,0,0,0,0,0,1
526,"Can I be the next one daddy? 🥵🔥
#gay #nsfw #horny #onlyfans #เกย์ #nsfwtwt #cock #gayporn #cum #bi #ass #porn #dick #twink #hot #sex #fucks #母狗 #daddy #viral #gaysex #gayboy #gayporn #pornogay #bottom #xxxgay #pasivo #sexogay #daddylilslut #gaydaddyboy #CulosParaVergas #culo https://t.co/30zPqq0FX5",/gay/nsfw/horny/onlyfans/เกย์/nsfwtwt/cock/gayporn/cum/bi/ass/porn/dick/twink/hot/sex/fucks/母狗/daddy/viral/gaysex/gayboy/gayporn/pornogay/bottom/xxxgay/pasivo/sexogay/daddylilslut/gaydaddyboy/CulosParaVergas/culo,0,0,1,0,0,0,0
527,⚡️🎧 #เกย์ #เกย์มัธยม https://t.co/YxGkZgYMBn,/เกย์/เกย์มัธยม,0,0,0,0,0,0,1
